CO,PM10,PM25,시정(10m),7day_Avg_PM10,Rain_Value_가벼운 비,Rain_Value_보통의 비,Rain_Value_비가 오지않음,Rain_Value_심한 비
0.6,95.0,67.0,858,105.85714285714286,0,0,1,0
0.7,93.0,65.0,1046,104.85714285714286,0,0,1,0
0.7,93.0,62.0,1382,101.85714285714286,0,0,1,0
0.6,74.0,50.0,1007,96.14285714285714,0,0,1,0
0.6,76.0,53.0,1280,91.28571428571429,0,0,1,0
0.6,64.0,44.0,1456,84.71428571428571,0,0,1,0
0.5,56.0,35.0,1308,78.71428571428571,0,0,1,0
0.5,52.0,36.0,1134,72.57142857142857,0,0,1,0
0.5,54.0,34.0,342,67.0,0,0,1,0
0.5,58.0,34.0,146,62.0,1,0,0,0
0.5,36.0,20.0,201,56.57142857142857,0,0,1,0
0.5,13.0,10.0,312,47.57142857142857,0,0,1,0
0.5,25.0,15.0,341,42.0,1,0,0,0
0.5,38.0,24.0,555,39.42857142857143,0,0,1,0
0.5,61.0,27.0,1925,40.714285714285715,0,0,1,0
0.5,40.0,16.0,2000,38.714285714285715,0,0,1,0
0.5,39.0,12.0,2000,36.0,0,0,1,0
0.4,66.0,11.0,2000,40.285714285714285,0,0,1,0
0.4,104.0,12.0,2000,53.285714285714285,0,0,1,0
0.4,117.0,12.0,2000,66.42857142857143,0,0,1,0
0.4,131.0,16.0,2000,79.71428571428571,0,0,1,0
0.4,135.0,16.0,2000,90.28571428571429,0,0,1,0
0.4,131.0,18.0,2000,103.28571428571429,0,0,1,0
0.4,134.0,17.0,2000,116.85714285714286,0,0,1,0
0.4,151.0,21.0,2000,129.0,0,0,1,0
0.4,129.0,15.0,2000,132.57142857142858,0,0,1,0
0.4,116.0,18.0,2000,132.42857142857142,0,0,1,0
0.4,108.0,16.0,2000,129.14285714285714,0,0,1,0
0.4,107.0,17.0,2000,125.14285714285714,0,0,1,0
0.5,106.0,18.0,2000,121.57142857142857,0,0,1,0
0.4,112.0,18.0,2000,118.42857142857143,0,0,1,0
0.4,112.0,17.0,2000,112.85714285714286,0,0,1,0
0.4,110.0,19.0,2000,110.14285714285714,0,0,1,0
0.4,105.0,16.0,2000,108.57142857142857,0,0,1,0
0.4,112.0,15.0,2000,109.14285714285714,0,0,1,0
0.4,112.0,16.0,2000,109.85714285714286,0,0,1,0
0.4,115.0,15.0,2000,111.14285714285714,0,0,1,0
0.4,107.0,17.0,2000,110.42857142857143,0,0,1,0
0.4,105.0,18.0,2000,109.42857142857143,0,0,1,0
0.5,102.0,15.0,2000,108.28571428571429,0,0,1,0
0.5,103.0,16.0,2000,108.0,0,0,1,0
0.5,100.0,17.0,2000,106.28571428571429,0,0,1,0
0.5,103.0,16.0,2000,105.0,0,0,1,0
0.6,105.0,15.0,2000,103.57142857142857,0,0,1,0
0.5,107.0,18.0,2000,103.57142857142857,0,0,1,0
0.5,103.0,18.0,2000,103.28571428571429,0,0,1,0
0.5,100.0,19.0,2000,103.0,0,0,1,0
0.5,95.0,17.0,2000,101.85714285714286,0,0,1,0
0.4,91.0,19.0,2000,100.57142857142857,0,0,1,0
0.5,90.0,16.0,1916,98.71428571428571,0,0,1,0
0.5,89.0,19.0,2000,96.42857142857143,0,0,1,0
0.5,96.0,23.0,2000,94.85714285714286,0,0,1,0
0.5,108.0,25.0,2000,95.57142857142857,0,0,1,0
0.5,97.0,22.0,2000,95.14285714285714,0,0,1,0
0.6,94.0,24.0,2000,95.0,0,0,1,0
0.6,86.0,23.0,2000,94.28571428571429,0,0,1,0
0.6,78.0,23.0,2000,92.57142857142857,0,0,1,0
0.8,75.0,22.0,2000,90.57142857142857,0,0,1,0
0.8,77.0,23.0,2000,87.85714285714286,0,0,1,0
0.8,74.0,22.0,2000,83.0,0,0,1,0
0.7,72.0,22.0,2000,79.42857142857143,0,0,1,0
0.7,71.0,21.0,2000,76.14285714285714,0,0,1,0
0.7,74.0,24.0,2000,74.42857142857143,0,0,1,0
0.7,73.0,24.0,2000,73.71428571428571,0,0,1,0
0.7,74.0,24.0,2000,73.57142857142857,0,0,1,0
0.7,74.0,23.0,2000,73.14285714285714,0,0,1,0
0.7,85.0,23.0,2000,74.71428571428571,0,0,1,0
0.8,90.0,29.0,2000,77.28571428571429,0,0,1,0
0.6,104.0,33.0,2000,82.0,0,0,1,0
0.6,102.0,34.0,1996,86.0,0,0,1,0
0.6,107.0,38.0,1990,90.85714285714286,0,0,1,0
0.6,107.0,40.0,1788,95.57142857142857,0,0,1,0
0.6,110.0,41.0,1712,100.71428571428571,0,0,1,0
0.6,110.0,44.0,1648,104.28571428571429,0,0,1,0
0.6,117.0,49.0,1172,108.14285714285714,0,0,1,0
0.7,129.0,59.0,1243,111.71428571428571,0,0,1,0
0.7,150.0,74.0,1393,118.57142857142857,0,0,1,0
0.8,135.0,67.0,1403,122.57142857142857,0,0,1,0
0.8,138.0,66.0,1404,127.0,0,0,1,0
0.7,124.0,62.0,1334,129.0,0,0,1,0
0.7,125.0,62.0,1406,131.14285714285714,0,0,1,0
0.7,115.0,58.0,1437,130.85714285714286,0,0,1,0
0.6,116.0,60.0,1866,129.0,0,0,1,0
0.5,89.0,36.0,2000,120.28571428571429,0,0,1,0
0.4,71.0,23.0,2000,111.14285714285714,0,0,1,0
0.4,62.0,19.0,2000,100.28571428571429,0,0,1,0
0.6,70.0,26.0,1802,92.57142857142857,0,0,1,0
0.4,68.0,25.0,2000,84.42857142857143,0,0,1,0
0.5,53.0,17.0,2000,75.57142857142857,0,0,1,0
0.5,51.0,16.0,2000,66.28571428571429,0,0,1,0
0.6,50.0,15.0,2000,60.714285714285715,0,0,1,0
0.5,59.0,15.0,2000,59.0,0,0,1,0
0.5,62.0,18.0,2000,59.0,0,0,1,0
0.4,62.0,16.0,2000,57.857142857142854,0,0,1,0
0.4,62.0,16.0,2000,57.0,0,0,1,0
0.4,60.0,16.0,2000,58.0,0,0,1,0
0.4,64.0,16.0,2000,59.857142857142854,0,0,1,0
0.5,63.0,17.0,2000,61.714285714285715,0,0,1,0
0.4,64.0,17.0,2000,62.42857142857143,0,0,1,0
0.5,62.0,20.0,2000,62.42857142857143,0,0,1,0
0.5,70.0,29.0,2000,63.57142857142857,0,0,1,0
0.5,81.0,33.0,2000,66.28571428571429,0,0,1,0
0.5,77.0,33.0,2000,68.71428571428571,0,0,1,0
0.5,73.0,30.0,1999,70.0,0,0,1,0
0.5,71.0,28.0,2000,71.14285714285714,0,0,1,0
0.4,41.0,12.0,2000,67.85714285714286,0,0,1,0
0.4,40.0,11.0,2000,64.71428571428571,0,0,1,0
0.3,39.0,11.0,2000,60.285714285714285,0,0,1,0
0.3,38.0,10.0,2000,54.142857142857146,0,0,1,0
0.3,36.0,10.0,2000,48.285714285714285,0,0,1,0
0.3,35.0,10.0,2000,42.857142857142854,0,0,1,0
0.3,33.0,9.0,2000,37.42857142857143,0,0,1,0
0.3,33.0,9.0,2000,36.285714285714285,0,0,1,0
0.3,32.0,9.0,1974,35.142857142857146,0,0,1,0
0.3,30.0,11.0,2000,33.857142857142854,0,0,1,0
0.3,26.0,10.0,531,32.142857142857146,0,0,1,0
0.4,27.0,11.0,600,30.857142857142858,0,0,1,0
0.4,22.0,8.0,990,29.0,1,0,0,0
0.4,24.0,13.0,797,27.714285714285715,0,0,1,0
0.5,18.0,11.0,731,25.571428571428573,0,0,1,0
0.5,16.0,13.0,1511,23.285714285714285,1,0,0,0
0.6,15.0,8.0,1956,21.142857142857142,0,0,1,0
0.5,15.0,10.0,1875,19.571428571428573,0,0,1,0
0.6,15.0,10.0,1615,17.857142857142858,0,0,1,0
0.6,20.0,15.0,597,17.571428571428573,0,0,1,0
0.5,25.0,19.0,923,17.714285714285715,0,0,1,0
0.5,28.0,20.0,889,19.142857142857142,1,0,0,0
0.5,28.0,21.0,1157,20.857142857142858,0,0,1,0
0.5,40.0,26.0,837,24.428571428571427,0,0,1,0
0.5,51.0,30.0,600,29.571428571428573,0,0,1,0
0.5,55.0,33.0,862,35.285714285714285,0,0,1,0
0.5,48.0,31.0,725,39.285714285714285,0,0,1,0
0.6,51.0,32.0,638,43.0,0,0,1,0
0.7,52.0,42.0,896,46.42857142857143,0,0,1,0
0.8,53.0,48.0,651,50.0,0,0,1,0
0.8,56.0,48.0,597,52.285714285714285,0,0,1,0
0.7,58.0,53.0,688,53.285714285714285,0,0,1,0
0.6,56.0,47.0,703,53.42857142857143,0,0,1,0
0.5,53.0,44.0,858,54.142857142857146,0,0,1,0
0.5,52.0,41.0,960,54.285714285714285,0,0,1,0
0.5,55.0,42.0,970,54.714285714285715,0,0,1,0
0.4,55.0,40.0,2000,55.0,0,0,1,0
0.4,46.0,31.0,2000,53.57142857142857,0,0,1,0
0.4,35.0,22.0,2000,50.285714285714285,0,0,1,0
0.4,37.0,20.0,2000,47.57142857142857,1,0,0,0
0.3,30.0,13.0,2000,44.285714285714285,0,0,1,0
0.3,29.0,12.0,2000,41.0,0,0,1,0
0.3,30.0,16.0,2000,37.42857142857143,0,0,1,0
0.4,31.0,20.0,2000,34.0,0,0,1,0
0.4,29.0,21.0,2000,31.571428571428573,0,0,1,0
0.4,32.0,23.0,2000,31.142857142857142,0,0,1,0
0.4,33.0,25.0,2000,30.571428571428573,0,0,1,0
0.4,31.0,26.0,2000,30.714285714285715,0,0,1,0
0.4,29.0,23.0,2000,30.714285714285715,0,0,1,0
0.4,29.0,21.0,2000,30.571428571428573,0,0,1,0
0.4,29.0,20.0,2000,30.285714285714285,0,0,1,0
0.4,29.0,21.0,2000,30.285714285714285,0,0,1,0
0.4,29.0,18.0,2000,29.857142857142858,0,0,1,0
0.4,33.0,20.0,2000,29.857142857142858,0,0,1,0
0.4,34.0,21.0,2000,30.285714285714285,0,0,1,0
0.4,36.0,20.0,2000,31.285714285714285,0,0,1,0
0.4,34.0,17.0,2000,32.0,0,0,1,0
0.5,33.0,12.0,2000,32.57142857142857,0,0,1,0
0.4,36.0,9.0,2000,33.57142857142857,0,0,1,0
0.4,38.0,11.0,2000,34.857142857142854,0,0,1,0
0.4,57.0,11.0,2000,38.285714285714285,0,0,1,0
0.4,53.5,12.0,2000,41.07142857142857,0,0,1,0
0.4,50.0,13.0,2000,43.07142857142857,0,0,1,0
0.4,46.5,14.0,2000,44.857142857142854,0,0,1,0
0.4,43.0,15.0,2000,46.285714285714285,0,0,1,0
0.4,42.0,19.0,2000,47.142857142857146,0,0,1,0
0.4,36.0,12.0,2000,46.857142857142854,0,0,1,0
0.4,35.0,14.0,2000,43.714285714285715,0,0,1,0
0.5,43.0,19.0,2000,42.214285714285715,0,0,1,0
0.5,55.0,24.0,2000,42.92857142857143,0,0,1,0
0.5,56.0,22.0,2000,44.285714285714285,0,0,1,0
0.6,60.0,26.0,1575,46.714285714285715,0,0,1,0
0.6,63.0,24.0,1473,49.714285714285715,0,0,1,0
0.6,67.0,24.0,1502,54.142857142857146,0,0,1,0
0.7,63.0,25.0,1484,58.142857142857146,0,0,1,0
0.6,60.0,26.0,1489,60.57142857142857,0,0,1,0
0.6,62.0,23.0,1365,61.57142857142857,0,0,1,0
0.6,62.0,23.0,1150,62.42857142857143,0,0,1,0
0.6,65.0,25.0,1112,63.142857142857146,0,0,1,0
0.6,70.0,29.0,968,64.14285714285714,0,0,1,0
0.7,72.0,29.0,1167,64.85714285714286,0,0,1,0
0.8,77.0,34.0,1249,66.85714285714286,0,0,1,0
0.7,80.0,31.0,1390,69.71428571428571,0,0,1,0
0.7,89.0,35.0,1478,73.57142857142857,0,0,1,0
0.6,96.0,34.0,1538,78.42857142857143,0,0,1,0
0.6,102.0,39.0,1945,83.71428571428571,0,0,1,0
0.5,102.0,33.0,1993,88.28571428571429,0,0,1,0
0.5,103.0,34.0,2000,92.71428571428571,0,0,1,0
0.5,110.0,33.0,2000,97.42857142857143,0,0,1,0
0.5,108.0,36.0,2000,101.42857142857143,0,0,1,0
0.5,94.0,30.0,2000,102.14285714285714,0,0,1,0
0.5,91.0,30.0,2000,101.42857142857143,0,0,1,0
0.5,81.0,26.0,2000,98.42857142857143,0,0,1,0
0.5,77.0,25.0,2000,94.85714285714286,0,0,1,0
0.5,77.0,26.0,2000,91.14285714285714,0,0,1,0
0.5,77.0,30.0,2000,86.42857142857143,0,0,1,0
0.5,75.0,26.0,2000,81.71428571428571,0,0,1,0
0.5,80.0,31.0,1747,79.71428571428571,0,0,1,0
0.6,81.0,32.0,1685,78.28571428571429,0,0,1,0
0.7,85.0,36.0,1449,78.85714285714286,0,0,1,0
0.7,87.0,38.0,1451,80.28571428571429,0,0,1,0
0.6,90.0,43.0,1212,82.14285714285714,0,0,1,0
0.6,90.0,43.0,1012,84.0,0,0,1,0
0.6,89.0,45.0,873,86.0,0,0,1,0
0.6,87.0,42.0,1282,87.0,0,0,1,0
0.6,85.0,37.0,1792,87.57142857142857,0,0,1,0
0.6,78.0,33.0,2000,86.57142857142857,0,0,1,0
0.5,74.0,31.0,2000,84.71428571428571,0,0,1,0
0.4,59.0,19.0,2000,80.28571428571429,0,0,1,0
0.4,55.0,16.0,2000,75.28571428571429,0,0,1,0
0.4,65.0,25.0,2000,71.85714285714286,0,0,1,0
0.5,70.0,33.0,2000,69.42857142857143,0,0,1,0
0.4,62.0,24.0,2000,66.14285714285714,0,0,1,0
0.4,55.0,20.0,2000,62.857142857142854,0,0,1,0
0.4,52.0,17.0,2000,59.714285714285715,0,0,1,0
0.4,42.0,13.0,2000,57.285714285714285,0,0,1,0
0.4,36.0,12.0,2000,54.57142857142857,0,0,1,0
0.4,34.0,12.0,2000,50.142857142857146,0,0,1,0
0.4,32.0,11.0,2000,44.714285714285715,0,0,1,0
0.4,33.0,11.0,2000,40.57142857142857,0,0,1,0
0.5,35.0,13.0,2000,37.714285714285715,0,0,1,0
0.5,37.0,13.0,2000,35.57142857142857,0,0,1,0
0.5,36.0,14.0,2000,34.714285714285715,0,0,1,0
0.4,33.0,13.0,2000,34.285714285714285,0,0,1,0
0.5,36.0,14.0,2000,34.57142857142857,0,0,1,0
0.5,38.0,18.0,1775,35.42857142857143,0,0,1,0
0.5,38.0,16.0,1591,36.142857142857146,0,0,1,0
0.5,41.0,18.0,1239,37.0,0,0,1,0
0.6,42.0,19.0,1261,37.714285714285715,0,0,1,0
0.6,46.0,20.0,1466,39.142857142857146,0,0,1,0
0.5,52.0,22.0,1514,41.857142857142854,0,0,1,0
0.5,58.0,26.0,1458,45.0,0,0,1,0
0.6,66.0,32.0,1374,49.0,0,0,1,0
0.6,87.0,38.0,1305,56.0,0,0,1,0
0.5,95.0,41.0,1187,63.714285714285715,0,0,1,0
0.5,100.0,48.0,1558,72.0,0,0,1,0
0.5,103.0,40.0,1486,80.14285714285714,0,0,1,0
0.6,115.0,50.0,1467,89.14285714285714,0,0,1,0
0.6,112.0,45.0,1258,96.85714285714286,0,0,1,0
0.7,109.0,50.0,1314,103.0,0,0,1,0
0.7,97.0,48.0,1367,104.42857142857143,0,0,1,0
0.7,87.0,45.0,867,103.28571428571429,0,0,1,0
0.7,80.0,47.0,590,100.42857142857143,0,0,1,0
0.7,78.0,52.0,401,96.85714285714286,0,0,1,0
0.6,79.0,55.0,288,91.71428571428571,0,0,1,0
0.6,91.0,62.0,220,88.71428571428571,0,0,1,0
0.6,102.0,68.0,233,87.71428571428571,0,0,1,0
0.6,107.0,72.0,223,89.14285714285714,0,0,1,0
0.6,111.0,71.0,190,92.57142857142857,0,0,1,0
0.7,115.0,71.0,173,97.57142857142857,0,0,1,0
0.7,116.0,72.0,190,103.0,0,0,1,0
0.8,120.0,74.0,188,108.85714285714286,0,0,1,0
0.9,122.0,77.0,240,113.28571428571429,0,0,1,0
0.9,124.0,88.0,338,116.42857142857143,0,0,1,0
1.0,132.0,91.0,441,120.0,0,0,1,0
1.1,142.0,93.0,573,124.42857142857143,0,0,1,0
1.1,139.0,85.0,706,127.85714285714286,0,0,1,0
1.0,121.0,76.0,1038,128.57142857142858,0,0,1,0
0.7,102.0,58.0,964,126.0,0,0,1,0
0.6,90.0,50.0,1280,121.42857142857143,0,0,1,0
0.5,66.0,32.0,1153,113.14285714285714,0,0,1,0
0.6,66.0,36.0,1287,103.71428571428571,0,0,1,0
0.8,88.0,50.0,1687,96.0,0,0,1,0
0.8,81.0,48.0,826,87.71428571428571,0,0,1,0
0.9,99.0,56.0,822,84.57142857142857,0,0,1,0
1.1,120.0,69.0,879,87.14285714285714,0,0,1,0
1.2,99.0,56.0,1084,88.42857142857143,0,0,1,0
1.3,96.0,50.0,1029,92.71428571428571,0,0,1,0
1.2,84.0,45.0,763,95.28571428571429,0,0,1,0
1.3,94.0,54.0,766,96.14285714285714,0,0,1,0
1.3,97.0,57.0,833,98.42857142857143,0,0,1,0
1.3,110.0,67.0,1653,100.0,0,0,1,0
1.2,106.0,65.0,1859,98.0,0,0,1,0
1.2,101.0,57.0,1955,98.28571428571429,0,0,1,0
1.1,77.0,43.0,1707,95.57142857142857,0,0,1,0
1.0,74.0,44.0,1476,94.14285714285714,0,0,1,0
0.9,76.0,44.0,1397,91.57142857142857,0,0,1,0
0.9,81.0,47.0,1399,89.28571428571429,0,0,1,0
0.8,81.0,44.0,1650,85.14285714285714,0,0,1,0
0.8,81.0,45.0,1503,81.57142857142857,0,0,1,0
0.7,76.0,41.0,1921,78.0,0,0,1,0
0.6,64.0,33.0,972,76.14285714285714,0,0,1,0
0.5,49.0,24.0,935,72.57142857142857,0,0,1,0
0.5,44.0,21.0,471,68.0,1,0,0,0
0.5,45.0,23.0,348,62.857142857142854,0,0,1,0
0.5,38.0,22.0,312,56.714285714285715,0,0,1,0
0.5,33.0,18.0,266,49.857142857142854,0,1,0,0
0.4,30.0,16.0,246,43.285714285714285,0,0,1,0
0.5,25.0,16.0,218,37.714285714285715,0,0,1,0
0.6,25.0,17.0,205,34.285714285714285,1,0,0,0
0.5,20.0,12.0,382,30.857142857142858,0,0,1,0
0.5,15.0,12.0,237,26.571428571428573,0,0,1,0
0.5,16.0,10.0,162,23.428571428571427,1,0,0,0
0.5,14.0,8.0,137,20.714285714285715,0,0,1,0
0.5,10.0,7.0,437,17.857142857142858,0,0,1,0
0.4,7.0,1.0,630,15.285714285714286,1,0,0,0
0.4,7.0,6.0,673,12.714285714285714,0,0,1,0
0.3,8.0,5.0,511,11.0,0,0,1,0
0.4,8.0,7.0,116,10.0,1,0,0,0
0.4,16.0,13.0,158,10.0,0,0,1,0
0.4,13.0,10.0,238,9.857142857142858,0,0,1,0
0.5,7.0,9.0,584,9.428571428571429,1,0,0,0
0.5,8.0,7.0,189,9.571428571428571,0,0,1,0
0.5,12.0,6.0,297,10.285714285714286,0,0,1,0
0.5,13.0,10.0,249,11.0,1,0,0,0
0.5,20.0,15.0,564,12.714285714285714,0,0,1,0
0.5,23.0,15.0,756,13.714285714285714,0,0,1,0
0.4,22.0,18.0,879,15.0,0,0,1,0
0.4,26.0,18.0,1361,17.714285714285715,0,0,1,0
0.4,29.0,20.0,2000,20.714285714285715,0,0,1,0
0.4,20.0,13.0,1974,21.857142857142858,0,0,1,0
0.4,21.0,12.0,1427,23.0,0,0,1,0
0.4,24.0,16.0,1073,23.571428571428573,0,0,1,0
0.5,27.0,17.0,730,24.142857142857142,0,0,1,0
0.6,38.0,21.0,466,26.428571428571427,0,0,1,0
0.6,53.0,32.0,154,30.285714285714285,0,0,1,0
0.7,41.0,25.0,215,32.0,1,0,0,0
0.6,28.0,15.0,114,33.142857142857146,0,0,1,0
0.7,78.0,20.0,155,41.285714285714285,0,0,1,0
0.9,277.0,53.0,118,77.42857142857143,1,0,0,0
0.9,389.0,83.0,122,129.14285714285714,0,0,1,0
0.8,444.0,90.0,143,187.14285714285714,0,0,1,0
0.8,474.0,87.0,139,247.28571428571428,0,0,1,0
0.8,469.0,85.0,224,308.42857142857144,0,0,1,0
0.8,445.0,73.0,289,368.0,0,0,1,0
0.8,496.0,69.0,346,427.7142857142857,0,0,1,0
0.7,549.0,65.0,724,466.57142857142856,0,0,1,0
0.5,472.0,44.0,1467,478.42857142857144,0,0,1,0
0.4,242.0,26.0,2000,449.57142857142856,0,0,1,0
0.4,200.0,23.0,1504,410.42857142857144,0,0,1,0
0.4,229.0,26.0,2000,376.14285714285717,0,0,1,0
0.4,180.0,19.0,2000,338.2857142857143,0,0,1,0
0.4,170.0,19.0,2000,291.7142857142857,0,0,1,0
0.4,171.0,22.0,1949,237.71428571428572,0,0,1,0
0.5,171.0,24.0,1993,194.71428571428572,0,0,1,0
0.5,167.0,26.0,1772,184.0,0,0,1,0
0.6,176.0,28.0,1378,180.57142857142858,0,0,1,0
0.6,210.0,34.0,1036,177.85714285714286,0,0,1,0
0.6,277.0,42.0,922,191.71428571428572,0,0,1,0
0.6,329.0,47.0,912,214.42857142857142,0,0,1,0
0.5,314.0,45.0,761,234.85714285714286,0,0,1,0
0.5,352.0,53.0,721,260.7142857142857,0,0,1,0
0.6,365.0,51.0,728,289.0,0,0,1,0
0.5,343.0,49.0,723,312.85714285714283,0,0,1,0
0.6,322.0,46.0,771,328.85714285714283,0,0,1,0
0.6,296.0,43.0,836,331.57142857142856,0,0,1,0
0.6,238.0,38.0,1371,318.57142857142856,0,0,1,0
0.7,183.0,31.0,1683,299.85714285714283,0,0,1,0
0.7,153.0,27.0,1740,271.42857142857144,0,0,1,0
0.8,164.0,26.0,1894,242.71428571428572,0,0,1,0
0.8,154.0,29.0,2000,215.71428571428572,0,0,1,0
0.5,120.0,26.0,2000,186.85714285714286,0,0,1,0
0.4,65.0,18.0,2000,153.85714285714286,0,0,1,0
0.4,58.0,15.0,2000,128.14285714285714,0,0,1,0
0.4,52.0,13.0,2000,109.42857142857143,0,0,1,0
0.4,49.0,13.0,2000,94.57142857142857,0,0,1,0
0.4,49.0,14.0,2000,78.14285714285714,0,0,1,0
0.4,48.0,16.0,2000,63.0,0,0,1,0
0.4,43.0,16.0,2000,52.0,0,0,1,0
0.5,48.0,20.0,2000,49.57142857142857,0,0,1,0
0.5,49.0,22.0,2000,48.285714285714285,0,0,1,0
0.5,46.0,19.0,2000,47.42857142857143,0,0,1,0
0.5,42.0,16.0,2000,46.42857142857143,0,0,1,0
0.6,43.0,19.0,2000,45.57142857142857,0,0,1,0
0.7,45.0,17.0,2000,45.142857142857146,0,0,1,0
0.7,45.0,15.0,2000,45.42857142857143,0,0,1,0
0.8,43.0,16.0,2000,44.714285714285715,0,0,1,0
0.8,45.0,18.0,2000,44.142857142857146,0,0,1,0
0.7,40.0,18.0,2000,43.285714285714285,0,0,1,0
0.7,39.0,18.0,2000,42.857142857142854,0,0,1,0
0.7,39.0,18.0,2000,42.285714285714285,0,0,1,0
0.7,43.0,20.0,2000,42.0,0,0,1,0
0.7,43.0,19.0,2000,41.714285714285715,0,0,1,0
0.8,76.0,43.0,2000,46.42857142857143,0,0,1,0
0.6,54.0,24.0,2000,47.714285714285715,0,0,1,0
0.6,54.0,23.0,2000,49.714285714285715,0,0,1,0
0.5,47.0,19.0,2000,50.857142857142854,0,0,1,0
0.5,39.0,18.0,2000,50.857142857142854,0,0,1,0
0.4,34.0,14.0,2000,49.57142857142857,0,0,1,0
0.4,26.0,11.0,2000,47.142857142857146,0,0,1,0
0.5,31.0,13.0,2000,40.714285714285715,0,0,1,0
0.5,43.0,19.0,2000,39.142857142857146,0,0,1,0
0.4,40.0,18.0,2000,37.142857142857146,0,0,1,0
0.4,37.0,20.0,2000,35.714285714285715,0,0,1,0
0.5,37.0,19.0,2000,35.42857142857143,0,0,1,0
0.5,39.0,22.0,2000,36.142857142857146,0,0,1,0
0.5,35.0,17.0,2000,37.42857142857143,0,0,1,0
0.5,39.0,18.0,2000,38.57142857142857,0,0,1,0
0.7,35.0,17.0,2000,37.42857142857143,0,0,1,0
0.8,38.0,19.0,2000,37.142857142857146,0,0,1,0
0.7,37.0,18.0,2000,37.142857142857146,0,0,1,0
0.6,38.0,20.0,2000,37.285714285714285,0,0,1,0
0.5,31.0,15.0,2000,36.142857142857146,0,0,1,0
0.5,34.0,17.0,2000,36.0,0,0,1,0
0.5,32.0,15.0,2000,35.0,0,0,1,0
0.5,32.0,14.0,2000,34.57142857142857,0,0,1,0
0.5,34.0,13.0,2000,34.0,0,0,1,0
0.4,36.0,13.0,2000,33.857142857142854,0,0,1,0
0.4,37.0,10.0,2000,33.714285714285715,0,0,1,0
0.4,36.0,10.0,2000,34.42857142857143,0,0,1,0
0.4,36.0,10.0,2000,34.714285714285715,0,0,1,0
0.4,39.0,8.0,2000,35.714285714285715,0,0,1,0
0.3,41.0,11.0,2000,37.0,0,0,1,0
0.3,43.0,9.0,2000,38.285714285714285,0,0,1,0
0.4,43.0,9.0,2000,39.285714285714285,0,0,1,0
0.4,52.0,10.0,2000,41.42857142857143,0,0,1,0
0.4,63.0,13.0,2000,45.285714285714285,0,0,1,0
0.4,69.0,16.0,2000,50.0,0,0,1,0
0.4,58.0,14.0,2000,52.714285714285715,0,0,1,0
0.4,49.0,13.0,2000,53.857142857142854,0,0,1,0
0.4,53.0,15.0,2000,55.285714285714285,0,0,1,0
0.3,57.0,15.0,2000,57.285714285714285,0,0,1,0
0.3,51.0,11.0,2000,57.142857142857146,0,0,1,0
0.3,53.0,14.0,2000,55.714285714285715,0,0,1,0
0.3,52.0,12.0,2000,53.285714285714285,0,0,1,0
0.3,51.0,12.0,2000,52.285714285714285,0,0,1,0
0.3,49.0,11.0,2000,52.285714285714285,0,0,1,0
0.3,50.0,11.0,2000,51.857142857142854,0,0,1,0
0.3,47.0,10.0,2000,50.42857142857143,0,0,1,0
0.3,45.0,11.0,2000,49.57142857142857,0,0,1,0
0.4,44.0,10.0,2000,48.285714285714285,0,0,1,0
0.4,43.0,9.0,2000,47.0,0,0,1,0
0.3,42.0,9.0,2000,45.714285714285715,0,0,1,0
0.4,40.0,7.0,2000,44.42857142857143,0,0,1,0
0.4,37.0,9.0,2000,42.57142857142857,0,0,1,0
0.4,36.0,11.0,2000,41.0,0,0,1,0
0.4,36.0,10.0,2000,39.714285714285715,0,0,1,0
0.4,38.0,13.0,2000,38.857142857142854,0,0,1,0
0.4,43.0,14.0,2000,38.857142857142854,0,0,1,0
0.4,43.0,13.0,2000,39.0,0,0,1,0
0.5,43.0,14.0,2000,39.42857142857143,0,0,1,0
0.5,53.0,16.0,2000,41.714285714285715,0,0,1,0
0.5,64.0,21.0,2000,45.714285714285715,0,0,1,0
0.6,59.0,19.0,2000,49.0,0,0,1,0
0.8,60.0,23.0,2000,52.142857142857146,0,0,1,0
0.6,59.0,19.0,2000,54.42857142857143,0,0,1,0
0.5,55.0,19.0,2000,56.142857142857146,0,0,1,0
0.6,55.0,19.0,2000,57.857142857142854,0,0,1,0
0.5,55.0,19.0,2000,58.142857142857146,0,0,1,0
0.5,54.0,21.0,2000,56.714285714285715,0,0,1,0
0.4,51.0,19.0,2000,55.57142857142857,0,0,1,0
0.4,52.0,17.0,2000,54.42857142857143,0,0,1,0
0.4,50.0,17.0,2000,53.142857142857146,0,0,1,0
0.4,50.0,17.0,2000,52.42857142857143,0,0,1,0
0.4,50.0,16.0,2000,51.714285714285715,0,0,1,0
0.4,52.0,16.0,2000,51.285714285714285,0,0,1,0
0.4,52.0,16.0,521,51.0,1,0,0,0
0.4,60.0,20.0,206,52.285714285714285,1,0,0,0
0.4,44.0,16.0,165,51.142857142857146,0,1,0,0
0.4,28.0,15.0,386,48.0,0,1,0,0
0.5,20.0,11.0,285,43.714285714285715,1,0,0,0
0.5,19.0,13.0,327,39.285714285714285,1,0,0,0
0.5,12.0,9.0,274,33.57142857142857,1,0,0,0
0.4,9.0,4.0,240,27.428571428571427,1,0,0,0
0.4,5.0,4.0,360,19.571428571428573,1,0,0,0
0.5,8.0,4.0,1769,14.428571428571429,1,0,0,0
